Fruit_name,Fruit_weight,Fruit_color
Watermelon,2800.67,Green
Mango,1500.9,Yellow
Strawberry,2181.5,Red
Watermelon,1822.68,Green
Blueberry,779.86,Blue
Mango,2387.86,Yellow
Grapes,926.85,Green
Mango,1135.83,Yellow
Orange,1908.48,Orange
Orange,1923.53,Orange
Watermelon,2653.75,Green
Strawberry,1728.47,Red
Mango,1191.65,Yellow
Papaya,1917.23,Orange
Mango,1492.55,Yellow
Pineapple,525.74,Brown
Apple,407.35,Red
Kiwi,2307.52,Brown
Papaya,1910.03,Orange
Kiwi,1454.16,Brown
Orange,267.84,Orange
Blueberry,2076.17,Blue
Apple,739.96,Red
Blueberry,168.08,Blue
Kiwi,1371.48,Brown
Apple,934.54,Red
Strawberry,315.29,Red
Watermelon,2875.05,Green
Watermelon,235.92,Green
Kiwi,2853.3,Brown
Mango,2920.56,Yellow
Pineapple,810.73,Brown
Kiwi,2113.55,Brown
Banana,437.09,Yellow
Pineapple,2209.37,Brown
Apple,1254.64,Red
Apple,1531.67,Red
Cherry,1322.36,Red
Banana,2000.32,Yellow
Banana,1552.01,Yellow
Orange,560.53,Orange
Mango,2584.35,Yellow
Kiwi,1069.73,Brown
Strawberry,1949.63,Red
Strawberry,2006.28,Red
Apple,2657.02,Red
Papaya,1741.22,Orange
Apple,2829.31,Red
Kiwi,2115.62,Brown
Cherry,1072.62,Red
Pineapple,2222.89,Brown
Orange,2711.22,Orange
Papaya,825.13,Orange
Papaya,2442.11,Orange
Kiwi,424.58,Brown
Pineapple,739.86,Brown
Banana,1935.82,Yellow
Orange,2671.56,Orange
Blueberry,819.14,Blue
Apple,678.03,Red
Mango,2025.64,Yellow
Cherry,2248.09,Red
Grapes,1572.24,Green
Apple,2950.39,Red
Cherry,2116.21,Red
Orange,119.47,Orange
Grapes,2779.5,Green
Papaya,2425.5,Orange
Orange,141.03,Orange
Mango,1745.91,Yellow
Kiwi,429.89,Brown
Apple,2461.62,Red
Papaya,2248.98,Orange
Blueberry,1406.36,Blue
Papaya,2932.89,Orange
Blueberry,2731.89,Blue
Papaya,1012.43,Orange
Apple,270.75,Red
Pineapple,1793.31,Brown
Watermelon,1948.33,Green
Orange,865.39,Orange
Blueberry,214.38,Blue
Orange,2014.33,Orange
Mango,388.41,Yellow
Banana,2108.74,Yellow
Pineapple,1539.85,Brown
Banana,1359.53,Yellow
Banana,2583.15,Yellow
Pineapple,2926.39,Brown
Strawberry,404.77,Red
Papaya,691.75,Orange
Apple,1034.06,Red
Orange,511.8,Orange
Blueberry,685.73,Blue
Kiwi,1454.59,Brown
Kiwi,2661.77,Brown
Banana,899.0,Yellow
Mango,1689.76,Yellow
Kiwi,2617.72,Brown
Blueberry,766.5,Blue
Mango,2536.56,Yellow
Banana,734.77,Yellow
Strawberry,1556.79,Red
Papaya,944.18,Orange
Orange,1919.54,Orange
Cherry,1595.08,Red
Banana,2971.39,Yellow
Orange,2119.48,Orange
Kiwi,2239.61,Brown
Cherry,1047.77,Red
Orange,857.36,Orange
Papaya,2321.97,Orange
Pineapple,767.78,Brown
Banana,2546.33,Yellow
Blueberry,453.6,Blue
Papaya,2287.26,Orange
Pineapple,419.61,Brown
Blueberry,1974.61,Blue
Strawberry,190.8,Red
Orange,1236.0,Orange
Kiwi,2304.6,Brown
Watermelon,1533.06,Green
Pineapple,1806.08,Brown
Papaya,133.14,Orange
Banana,1037.26,Yellow
Banana,2508.85,Yellow
Grapes,1082.44,Green
Strawberry,953.56,Red
Kiwi,2657.22,Brown
Apple,1607.8,Red
Blueberry,1719.4,Blue
Grapes,1218.12,Green
Kiwi,1526.78,Brown
Blueberry,229.8,Blue
Pineapple,2384.81,Brown
Banana,62.39,Yellow
Kiwi,242.67,Brown
Orange,2045.9,Orange
Kiwi,2993.07,Brown
Blueberry,687.49,Blue
Blueberry,1455.5,Blue
Pineapple,146.64,Brown
Strawberry,2018.81,Red
Pineapple,65.93,Brown
Banana,2459.75,Yellow
Banana,1712.47,Yellow
Mango,2707.04,Yellow
Grapes,2103.12,Green
Apple,1914.17,Red
Pineapple,1613.91,Brown
Kiwi,1091.87,Brown
Pineapple,2751.37,Brown
Mango,522.83,Yellow
Mango,2724.8,Yellow
Grapes,2405.72,Green
Watermelon,133.79,Green
Papaya,94.31,Orange
Mango,1163.22,Yellow
Kiwi,2654.16,Brown
Mango,1011.15,Yellow
Banana,2247.64,Yellow
Mango,1503.44,Yellow
Watermelon,122.09,Green
Banana,964.6,Yellow
Blueberry,2159.17,Blue
Orange,525.13,Orange
Apple,634.93,Red
Kiwi,1747.21,Brown
Blueberry,2798.55,Blue
Papaya,1159.42,Orange
Papaya,1849.92,Orange
Strawberry,560.06,Red
Watermelon,314.3,Green
Grapes,2823.36,Green
Watermelon,1599.19,Green
Mango,1619.51,Yellow
Cherry,509.46,Red
Grapes,2487.18,Green
Banana,2292.27,Yellow
Papaya,1353.94,Orange
Pineapple,2042.67,Brown
Pineapple,2027.56,Brown
Mango,358.75,Yellow
Apple,600.18,Red
Pineapple,1690.08,Brown
Apple,878.16,Red
Kiwi,2501.36,Brown
Mango,1023.6,Yellow
Mango,239.3,Yellow
Orange,2636.9,Orange
Orange,285.08,Orange
Apple,1138.7,Red
Cherry,2509.73,Red
Cherry,2602.32,Red
Papaya,1846.77,Orange
Apple,2491.92,Red
Cherry,1632.17,Red
Kiwi,1537.05,Brown
Papaya,1282.2,Orange
Strawberry,1843.33,Red
Watermelon,2546.6,Green
Kiwi,2224.03,Brown
Papaya,997.66,Orange
Mango,1621.52,Yellow
Kiwi,883.42,Brown
Papaya,2017.95,Orange
Strawberry,2662.96,Red
Kiwi,991.06,Brown
Banana,1917.0,Yellow
Watermelon,2912.35,Green
Blueberry,1140.41,Blue
Orange,433.1,Orange
Pineapple,2257.95,Brown
Grapes,2122.71,Green
Cherry,428.69,Red
Grapes,1804.68,Green
Strawberry,970.85,Red
Grapes,1509.78,Green
Banana,655.48,Yellow
Banana,2617.25,Yellow
Mango,2601.75,Yellow
Apple,2919.18,Red
Blueberry,2231.88,Blue
Grapes,2749.11,Green
Watermelon,2300.37,Green
Watermelon,829.99,Green
Apple,2362.76,Red
Cherry,457.02,Red
Grapes,1365.32,Green
Apple,453.76,Red
Mango,2999.55,Yellow
Blueberry,1492.67,Blue
Kiwi,735.93,Brown
Mango,1561.38,Yellow
Kiwi,2461.71,Brown
Watermelon,2813.03,Green
Orange,2697.78,Orange
Cherry,2116.19,Red
Blueberry,1945.06,Blue
Blueberry,1522.34,Blue
Papaya,2572.74,Orange
Kiwi,527.12,Brown
Papaya,1209.42,Orange
Mango,940.45,Yellow
Cherry,2118.87,Red
Pineapple,1323.85,Brown
Pineapple,1404.82,Brown
Strawberry,499.23,Red
Papaya,2884.35,Orange
Banana,887.24,Yellow
Watermelon,921.77,Green
Pineapple,614.99,Brown
Kiwi,2917.05,Brown
Banana,1058.78,Yellow
Mango,2957.3,Yellow
Mango,656.92,Yellow
Banana,748.65,Yellow
Blueberry,1948.39,Blue
Pineapple,2106.82,Brown
Watermelon,67.95,Green
Pineapple,439.31,Brown
Mango,727.89,Yellow
Cherry,1131.56,Red
Grapes,2762.7,Green
Apple,1679.79,Red
Banana,1995.28,Yellow
Orange,767.69,Orange
Blueberry,1840.03,Blue
Mango,2357.45,Yellow
Kiwi,871.71,Brown
Mango,67.62,Yellow
Cherry,304.52,Red
Kiwi,1589.07,Brown
Banana,1485.44,Yellow
Mango,2624.53,Yellow
Strawberry,2449.57,Red
Orange,1534.27,Orange
Strawberry,1835.8,Red
Watermelon,1847.49,Green
Mango,2531.48,Yellow
Grapes,963.11,Green
Kiwi,384.07,Brown
Pineapple,122.01,Brown
Blueberry,2855.96,Blue
Orange,1238.05,Orange
Banana,2964.48,Yellow
Cherry,2930.42,Red
Banana,591.17,Yellow
Orange,1494.69,Orange
Blueberry,822.32,Blue
Papaya,1352.72,Orange
Mango,732.29,Yellow
Mango,2655.59,Yellow
Cherry,1489.22,Red
Blueberry,260.66,Blue
Kiwi,2719.19,Brown
Watermelon,2438.86,Green
Banana,1274.1,Yellow
Apple,1463.81,Red
Orange,2403.73,Orange
Orange,1492.07,Orange
Strawberry,2317.82,Red
Banana,1554.72,Yellow
Papaya,1431.12,Orange
Watermelon,513.23,Green
Strawberry,934.11,Red
Grapes,2097.36,Green
Kiwi,278.1,Brown
Strawberry,1427.78,Red
Mango,688.92,Yellow
Watermelon,1216.94,Green
Apple,1315.97,Red
Strawberry,2507.57,Red
Watermelon,1943.76,Green
Papaya,892.14,Orange
Blueberry,1898.95,Blue
Banana,1769.25,Yellow
Grapes,2328.88,Green
Orange,94.38,Orange
Grapes,2035.86,Green
Strawberry,2782.57,Red
Banana,1081.15,Yellow
Banana,445.65,Yellow
Orange,2335.78,Orange
Pineapple,1034.32,Brown
Blueberry,2505.51,Blue
Mango,2564.74,Yellow
Strawberry,1976.82,Red
Mango,790.56,Yellow
Strawberry,595.97,Red
Pineapple,2021.95,Brown
Blueberry,1048.02,Blue
Pineapple,388.0,Brown
Pineapple,1868.94,Brown
Cherry,1609.9,Red
Cherry,2594.46,Red
Pineapple,2286.91,Brown
Pineapple,457.51,Brown
Blueberry,2127.92,Blue
Apple,1992.6,Red
Banana,2322.88,Yellow
Watermelon,2796.28,Green
Cherry,1948.17,Red
Grapes,2572.16,Green
Pineapple,2369.89,Brown
Blueberry,2195.95,Blue
Papaya,88.73,Orange
Papaya,1039.89,Orange
Pineapple,959.08,Brown
Blueberry,1739.06,Blue
Watermelon,1573.69,Green
Blueberry,2474.53,Blue
Papaya,1036.49,Orange
Strawberry,2197.38,Red
Apple,516.26,Red
Strawberry,2888.44,Red
Banana,2956.82,Yellow
Watermelon,2763.14,Green
Papaya,600.79,Orange
Mango,1777.83,Yellow
Strawberry,2307.38,Red
Orange,1001.09,Orange
Blueberry,825.16,Blue
Kiwi,2498.19,Brown
Blueberry,1890.3,Blue
Apple,2125.65,Red
Strawberry,653.56,Red
Watermelon,1734.48,Green
Mango,2433.02,Yellow
Kiwi,1460.97,Brown
Orange,2423.36,Orange
Grapes,1571.2,Green
Orange,1441.38,Orange
Blueberry,686.76,Blue
Watermelon,2950.33,Green
Pineapple,2200.43,Brown
Banana,2522.2,Yellow
Mango,477.36,Yellow
Blueberry,1605.25,Blue
Kiwi,2558.65,Brown
Strawberry,2963.22,Red
Mango,273.41,Yellow
Kiwi,185.91,Brown
Cherry,2687.42,Red
Watermelon,331.57,Green
Orange,1414.64,Orange
Papaya,2675.62,Orange
Blueberry,350.57,Blue
Banana,281.21,Yellow
Kiwi,2618.26,Brown
Mango,233.5,Yellow
Banana,436.08,Yellow
Watermelon,666.03,Green
Pineapple,775.17,Brown
Mango,2298.07,Yellow
Watermelon,2846.13,Green
Strawberry,2110.54,Red
Blueberry,859.3,Blue
Apple,399.54,Red
Apple,513.82,Red
Mango,812.68,Yellow
Blueberry,2919.93,Blue
Strawberry,1211.01,Red
Grapes,2859.7,Green
Apple,2173.86,Red
Cherry,2999.36,Red
Grapes,1926.8,Green
Blueberry,1690.47,Blue
Mango,2985.53,Yellow
Grapes,2449.21,Green
Pineapple,1884.15,Brown
Grapes,64.34,Green
Strawberry,2343.18,Red
Kiwi,376.46,Brown
Grapes,2710.78,Green
Kiwi,1981.07,Brown
Grapes,1789.64,Green
Mango,455.57,Yellow
Kiwi,93.11,Brown
Pineapple,2072.02,Brown
Cherry,2389.52,Red
Cherry,2094.45,Red
Mango,576.88,Yellow
Apple,369.22,Red
Grapes,1072.1,Green
Watermelon,1249.25,Green
Mango,1996.3,Yellow
Strawberry,1123.28,Red
Orange,933.33,Orange
Grapes,1760.78,Green
Blueberry,157.02,Blue
Apple,1888.76,Red
Watermelon,1884.58,Green
Strawberry,51.15,Red
Papaya,150.7,Orange
Kiwi,1697.57,Brown
Banana,361.7,Yellow
Kiwi,1223.24,Brown
Pineapple,849.22,Brown
Watermelon,113.71,Green
Cherry,2915.36,Red
Blueberry,1383.18,Blue
Kiwi,2685.85,Brown
Pineapple,921.2,Brown
Blueberry,2588.5,Blue
Banana,2201.44,Yellow
Blueberry,1194.19,Blue
Cherry,2002.96,Red
Kiwi,194.82,Brown
Apple,1323.38,Red
Watermelon,1700.45,Green
Banana,2996.34,Yellow
Papaya,772.8,Orange
Grapes,1774.5,Green
Grapes,614.36,Green
Strawberry,342.19,Red
Orange,2501.2,Orange
Pineapple,2726.8,Brown
Orange,1980.34,Orange
Blueberry,2918.16,Blue
Mango,284.78,Yellow
Orange,1451.64,Orange
Blueberry,1049.79,Blue
Pineapple,1781.95,Brown
Banana,1401.62,Yellow
Kiwi,2463.2,Brown
Apple,2120.62,Red
Mango,337.79,Yellow
Orange,2306.56,Orange
Banana,985.51,Yellow
Blueberry,1437.67,Blue
Papaya,1513.26,Orange
Banana,1740.39,Yellow
Blueberry,1069.09,Blue
Pineapple,1583.14,Brown
Mango,2682.38,Yellow
Watermelon,1803.31,Green
Banana,1092.14,Yellow
Papaya,369.25,Orange
Apple,517.03,Red
Banana,2028.22,Yellow
Mango,2413.07,Yellow
Pineapple,490.56,Brown
Blueberry,1095.37,Blue
Cherry,2619.94,Red
Strawberry,1574.13,Red
Blueberry,2773.86,Blue
Blueberry,1455.5,Blue
Banana,361.79,Yellow
Apple,1489.37,Red
Banana,373.19,Yellow
Mango,1124.98,Yellow
Banana,1758.9,Yellow
Pineapple,361.77,Brown
Grapes,583.92,Green
Grapes,203.53,Green
Strawberry,577.23,Red
Cherry,347.28,Red
Papaya,2581.07,Orange
Blueberry,2784.34,Blue
Papaya,2491.36,Orange
Strawberry,407.04,Red
Grapes,822.47,Green
Pineapple,915.82,Brown
Banana,2974.41,Yellow
Cherry,1895.33,Red
Blueberry,1234.59,Blue
Banana,1320.16,Yellow
Papaya,2141.53,Orange
Blueberry,1984.44,Blue
Pineapple,2037.06,Brown
Pineapple,1499.36,Brown
Apple,387.25,Red
Kiwi,843.31,Brown
Strawberry,1376.52,Red
Kiwi,1925.87,Brown
Strawberry,1505.56,Red
Blueberry,2701.85,Blue
Watermelon,934.88,Green
Cherry,303.92,Red
Blueberry,2243.14,Blue
Cherry,1689.59,Red
Papaya,2580.96,Orange
Pineapple,1558.43,Brown
Watermelon,2609.67,Green
Apple,196.53,Red
Pineapple,2338.32,Brown
Banana,781.98,Yellow
Mango,1272.37,Yellow
Cherry,1385.0,Red
Cherry,1274.95,Red
Kiwi,73.32,Brown
Papaya,1230.22,Orange
Kiwi,1004.32,Brown
Blueberry,1374.61,Blue
Grapes,1651.25,Green
Grapes,483.57,Green
Watermelon,1114.27,Green
Papaya,872.24,Orange
Blueberry,1763.03,Blue
Watermelon,2556.37,Green
Grapes,232.67,Green
Banana,2961.96,Yellow
Banana,630.39,Yellow
Orange,2393.82,Orange
Watermelon,1029.49,Green
Blueberry,2159.62,Blue
Strawberry,1028.61,Red
Pineapple,1774.23,Brown
Mango,257.84,Yellow
Apple,2435.23,Red
Blueberry,1657.94,Blue
Cherry,1778.5,Red
Cherry,2609.01,Red
Banana,1785.62,Yellow
Strawberry,2705.16,Red
Orange,1915.2,Orange
Strawberry,909.24,Red
Kiwi,1785.2,Brown
Papaya,58.76,Orange
Watermelon,1505.95,Green
Strawberry,2837.62,Red
Strawberry,2506.36,Red
Mango,1123.74,Yellow
Strawberry,559.54,Red
Watermelon,888.05,Green
Kiwi,2466.35,Brown
Blueberry,2400.43,Blue
Kiwi,1395.07,Brown
Cherry,118.17,Red
Banana,2525.34,Yellow
Papaya,1187.06,Orange
Cherry,1691.57,Red
Grapes,2009.7,Green
Mango,2795.16,Yellow
Blueberry,164.51,Blue
Blueberry,226.26,Blue
Papaya,2655.96,Orange
Blueberry,1255.25,Blue
Pineapple,1518.2,Brown
Orange,2351.92,Orange
Blueberry,1976.82,Blue
Cherry,2055.78,Red
Grapes,1685.58,Green
Mango,818.8,Yellow
Orange,2593.62,Orange
Papaya,2953.03,Orange
Watermelon,2466.93,Green
Strawberry,2128.14,Red
Watermelon,1773.04,Green
Strawberry,2366.35,Red
Apple,2484.04,Red
Grapes,1630.26,Green
Grapes,164.18,Green
Strawberry,2942.77,Red
Kiwi,1671.92,Brown
Cherry,1169.61,Red
Grapes,2008.28,Green
Banana,529.44,Yellow
Apple,760.59,Red
Orange,763.39,Orange
Kiwi,652.61,Brown
Orange,1226.21,Orange
Kiwi,2259.55,Brown
Watermelon,120.14,Green
Pineapple,2269.74,Brown
Cherry,1530.44,Red
Banana,1722.39,Yellow
Apple,512.14,Red
Strawberry,2752.49,Red
Pineapple,301.29,Brown
Apple,2126.24,Red
Blueberry,562.42,Blue
Mango,425.84,Yellow
Grapes,2598.1,Green
Cherry,2596.13,Red
Grapes,2636.95,Green
Banana,2901.3,Yellow
Strawberry,289.03,Red
Banana,2297.16,Yellow
Strawberry,1736.44,Red
Kiwi,2921.79,Brown
Cherry,1122.69,Red
Pineapple,415.32,Brown
Mango,2765.53,Yellow
Kiwi,2777.79,Brown
Watermelon,344.22,Green
Papaya,259.13,Orange
Strawberry,834.6,Red
Strawberry,560.56,Red
Watermelon,851.56,Green
Papaya,1654.44,Orange
Orange,2064.62,Orange
Cherry,2732.21,Red
Strawberry,1361.02,Red
Cherry,2715.91,Red
Pineapple,931.86,Brown
Watermelon,1958.72,Green
Orange,2088.31,Orange
Watermelon,1831.25,Green
Apple,2863.07,Red
Papaya,2359.19,Orange
Kiwi,471.87,Brown
Strawberry,2042.65,Red
Grapes,1869.93,Green
Watermelon,2463.36,Green
Watermelon,309.38,Green
Orange,1807.75,Orange
Grapes,409.27,Green
Grapes,1988.32,Green
Cherry,1890.62,Red
Papaya,2309.77,Orange
Watermelon,2285.13,Green
Apple,1460.15,Red
Banana,2286.47,Yellow
Pineapple,2410.59,Brown
Blueberry,885.13,Blue
Apple,2441.95,Red
Kiwi,373.59,Brown
Papaya,432.45,Orange
Watermelon,1342.47,Green
Blueberry,2103.8,Blue
Cherry,2267.14,Red
Banana,773.99,Yellow
Watermelon,1059.43,Green
Pineapple,1545.81,Brown
Cherry,2786.6,Red
Blueberry,1336.16,Blue
Pineapple,2991.18,Brown
Orange,277.4,Orange
Strawberry,1881.71,Red
Orange,335.61,Orange
Blueberry,1585.96,Blue
Mango,2467.34,Yellow
Grapes,216.53,Green
Papaya,2654.13,Orange
Mango,2073.13,Yellow
Pineapple,2387.81,Brown
Strawberry,380.65,Red
Pineapple,391.85,Brown
Pineapple,521.79,Brown
Watermelon,2689.73,Green
Strawberry,1816.94,Red
Cherry,1980.15,Red
Blueberry,2048.02,Blue
Cherry,2814.27,Red
Apple,2920.63,Red
Apple,1346.2,Red
Blueberry,1830.24,Blue
Papaya,2129.51,Orange
Orange,437.02,Orange
Apple,2432.8,Red
Mango,1463.58,Yellow
Strawberry,1108.06,Red
Apple,1227.32,Red
Pineapple,1069.18,Brown
Grapes,172.8,Green
Watermelon,2513.06,Green
Kiwi,1740.51,Brown
Mango,1647.49,Yellow
Papaya,1881.64,Orange
Blueberry,1935.0,Blue
Papaya,2891.14,Orange
Cherry,1121.25,Red
Orange,2044.76,Orange
Mango,632.77,Yellow
Apple,2569.17,Red
Apple,185.81,Red
Apple,848.36,Red
Apple,2075.89,Red
Pineapple,2727.39,Brown
Kiwi,2600.1,Brown
Pineapple,1198.47,Brown
Blueberry,2512.12,Blue
Apple,929.27,Red
Watermelon,83.5,Green
Papaya,515.91,Orange
Grapes,812.37,Green
Grapes,261.64,Green
Papaya,2031.22,Orange
Orange,475.73,Orange
Orange,1743.65,Orange
Mango,2787.41,Yellow
Blueberry,2170.24,Blue
Watermelon,1199.35,Green
Strawberry,736.36,Red
Mango,2858.29,Yellow
Orange,718.94,Orange
Papaya,1222.42,Orange
Apple,2366.07,Red
Watermelon,77.21,Green
Strawberry,834.05,Red
Pineapple,224.45,Brown
Watermelon,737.41,Green
Orange,2904.99,Orange
Grapes,667.02,Green
Blueberry,2023.35,Blue
Papaya,2188.07,Orange
Cherry,1490.85,Red
Papaya,2682.19,Orange
Orange,1584.53,Orange
Kiwi,2149.18,Brown
Papaya,134.15,Orange
Watermelon,758.3,Green
Cherry,71.7,Red
Banana,1403.79,Yellow
Kiwi,2904.57,Brown
Pineapple,157.34,Brown
Mango,869.5,Yellow
Watermelon,954.91,Green
Cherry,2163.78,Red
Kiwi,1064.76,Brown
Apple,2611.36,Red
Papaya,2773.19,Orange
Blueberry,1834.3,Blue
Strawberry,2182.05,Red
Blueberry,2189.42,Blue
Orange,961.33,Orange
Kiwi,2478.02,Brown
Cherry,2715.61,Red
Grapes,266.96,Green
Kiwi,2084.72,Brown
Pineapple,2120.08,Brown
Kiwi,1573.12,Brown
Banana,2010.24,Yellow
Cherry,1445.49,Red
Pineapple,400.98,Brown
Papaya,1845.19,Orange
Cherry,2955.68,Red
Strawberry,991.07,Red
Orange,110.57,Orange
Orange,2896.65,Orange
Grapes,373.11,Green
Apple,2850.24,Red
Orange,1981.18,Orange
Watermelon,1544.65,Green
Kiwi,1646.41,Brown
Blueberry,351.61,Blue
Pineapple,691.55,Brown
Cherry,2872.86,Red
Mango,1844.14,Yellow
Banana,2178.49,Yellow
Strawberry,706.91,Red
Mango,544.65,Yellow
Blueberry,702.9,Blue
Kiwi,476.54,Brown
Mango,2004.68,Yellow
Kiwi,156.41,Brown
Apple,177.19,Red
Blueberry,663.93,Blue
Blueberry,1486.16,Blue
Blueberry,1351.51,Blue
Cherry,1412.72,Red
Apple,2900.81,Red
Apple,229.18,Red
Pineapple,2308.61,Brown
Grapes,471.71,Green
Orange,2064.94,Orange
Mango,2213.02,Yellow
Apple,2676.08,Red
Kiwi,2765.76,Brown
Mango,1527.07,Yellow
Kiwi,2951.43,Brown
Watermelon,2059.01,Green
Mango,1307.05,Yellow
Pineapple,2887.89,Brown
Strawberry,1688.63,Red
Cherry,488.75,Red
Orange,1901.48,Orange
Strawberry,1430.39,Red
Strawberry,2929.21,Red
Grapes,134.55,Green
Blueberry,2741.36,Blue
Cherry,129.95,Red
Watermelon,2712.37,Green
Banana,2055.18,Yellow
Pineapple,580.41,Brown
Apple,2069.34,Red
Apple,1385.56,Red
Banana,2664.3,Yellow
Grapes,705.12,Green
Pineapple,955.74,Brown
Orange,2113.87,Orange
Apple,54.5,Red
Blueberry,2695.63,Blue
Watermelon,1778.1,Green
Kiwi,778.51,Brown
Pineapple,2918.83,Brown
Apple,1511.91,Red
Mango,1101.93,Yellow
Watermelon,2725.55,Green
Cherry,113.85,Red
Papaya,914.93,Orange
Pineapple,2566.72,Brown
Strawberry,1260.83,Red
Banana,681.86,Yellow
Papaya,841.24,Orange
Grapes,2607.54,Green
Blueberry,440.07,Blue
Banana,637.27,Yellow
Kiwi,2738.09,Brown
Kiwi,1828.7,Brown
Apple,810.59,Red
Papaya,1303.6,Orange
Mango,1415.83,Yellow
Kiwi,544.41,Brown
Apple,2096.77,Red
Apple,1363.18,Red
Watermelon,98.93,Green
Orange,2082.0,Orange
Pineapple,128.33,Brown
Mango,1911.21,Yellow
Watermelon,1659.63,Green
Pineapple,1194.1,Brown
Papaya,1467.86,Orange
Watermelon,2669.95,Green
Kiwi,2576.16,Brown
Kiwi,531.99,Brown
Mango,1142.49,Yellow
Mango,1829.2,Yellow
Grapes,2186.65,Green
Grapes,1394.45,Green
Banana,1330.67,Yellow
Papaya,470.72,Orange
Papaya,2248.5,Orange
Pineapple,1098.92,Brown
Apple,2040.22,Red
Watermelon,1840.76,Green
Apple,643.86,Red
Banana,1366.44,Yellow
Apple,546.3,Red
Grapes,2138.94,Green
Blueberry,1642.6,Blue
Kiwi,2974.03,Brown
Strawberry,1659.01,Red
Grapes,2222.58,Green
Watermelon,2549.71,Green
Orange,1568.48,Orange
Pineapple,1386.39,Brown
Watermelon,85.81,Green
Grapes,531.25,Green
Cherry,281.27,Red
Papaya,2926.05,Orange
Banana,2371.0,Yellow
Papaya,2439.77,Orange
Apple,2595.76,Red
Watermelon,423.97,Green
Grapes,2676.29,Green
Watermelon,2303.62,Green
Cherry,1108.75,Red
Blueberry,205.62,Blue
Grapes,2096.74,Green
Cherry,168.69,Red
Apple,2923.67,Red
Apple,118.12,Red
Kiwi,2358.28,Brown
Orange,57.85,Orange
Watermelon,2800.13,Green
Banana,2012.55,Yellow
Cherry,1079.01,Red
Orange,2445.68,Orange
Apple,1476.22,Red
Apple,2974.01,Red
Apple,677.58,Red
Mango,836.44,Yellow
Blueberry,982.68,Blue
Grapes,2233.0,Green
Apple,196.25,Red
Strawberry,949.79,Red
Mango,800.95,Yellow
Grapes,2503.83,Green
Watermelon,86.48,Green
Banana,947.21,Yellow
Banana,523.36,Yellow
Watermelon,2143.59,Green
Mango,1374.43,Yellow
Kiwi,2277.08,Brown
Mango,1093.74,Yellow
Watermelon,1462.94,Green
Grapes,199.18,Green
Banana,1898.26,Yellow
Watermelon,1007.14,Green
Papaya,1069.2,Orange
Watermelon,1940.83,Green
Pineapple,1001.99,Brown
Watermelon,148.92,Green
Banana,1900.05,Yellow
Grapes,687.5,Green
Papaya,913.18,Orange
Kiwi,679.42,Brown
Grapes,2516.99,Green
Cherry,2420.7,Red
Strawberry,2841.47,Red
Watermelon,292.04,Green
Apple,2540.22,Red
Papaya,323.45,Orange
Banana,2336.15,Yellow
Cherry,2697.77,Red
Blueberry,1903.03,Blue
Strawberry,2361.38,Red
Orange,1873.68,Orange
Pineapple,2622.14,Brown
Kiwi,1372.74,Brown
Strawberry,2865.59,Red
Banana,1842.26,Yellow
Blueberry,1351.32,Blue
Kiwi,1057.64,Brown
Mango,1594.74,Yellow
Kiwi,1929.3,Brown
Kiwi,310.43,Brown
Pineapple,1259.33,Brown
Apple,1926.91,Red
Papaya,1074.37,Orange
Pineapple,843.96,Brown
Watermelon,1303.55,Green
Papaya,2331.05,Orange
Banana,895.48,Yellow
Apple,2566.2,Red
Blueberry,1633.91,Blue
Kiwi,2251.05,Brown
Kiwi,1117.83,Brown
Strawberry,1271.06,Red
Pineapple,1613.14,Brown
Pineapple,983.39,Brown
Papaya,302.2,Orange
Banana,711.85,Yellow
Blueberry,2845.4,Blue
Blueberry,1980.02,Blue
Apple,2338.05,Red
Cherry,1898.52,Red
Cherry,2285.95,Red
Papaya,1021.52,Orange
Mango,1417.71,Yellow
Watermelon,2088.5,Green
Mango,2305.04,Yellow
Kiwi,2105.24,Brown
Blueberry,1012.44,Blue
Blueberry,661.75,Blue
Grapes,1554.73,Green
Cherry,2883.05,Red
Watermelon,2229.36,Green
Cherry,472.3,Red
Watermelon,428.24,Green
Watermelon,949.49,Green
Pineapple,2733.89,Brown
Strawberry,2474.2,Red
Banana,513.69,Yellow
Watermelon,2932.6,Green
Grapes,382.69,Green
Banana,439.34,Yellow
Kiwi,1844.95,Brown
Pineapple,2250.73,Brown
Watermelon,640.38,Green
Grapes,1671.83,Green
Cherry,607.41,Red
Kiwi,1521.01,Brown
Pineapple,2401.77,Brown
Apple,357.38,Red
Watermelon,2941.01,Green
Cherry,126.27,Red
Cherry,2309.77,Red
Kiwi,2437.69,Brown
Grapes,1776.01,Green
Watermelon,2575.28,Green
Grapes,1449.61,Green
Kiwi,2561.25,Brown
Blueberry,52.75,Blue
Mango,219.9,Yellow
Mango,1255.49,Yellow
Banana,128.93,Yellow
Grapes,1491.49,Green
Kiwi,1067.91,Brown
Orange,1328.47,Orange
Orange,1133.74,Orange
Watermelon,862.61,Green
Banana,297.38,Yellow
Papaya,218.21,Orange
Blueberry,1936.5,Blue
Strawberry,69.86,Red
Cherry,486.71,Red
Grapes,1120.63,Green
Cherry,2155.94,Red
Apple,2469.03,Red
Watermelon,458.32,Green
Strawberry,1274.34,Red
Cherry,1420.89,Red
Mango,1945.85,Yellow
Kiwi,450.04,Brown
Banana,2339.9,Yellow
